time,x,y,action,interactions,target_obj
2023-07-07 19:40:40.237731,372,62,walking,none,none
2023-07-07 19:40:40.444592,372,62,walking,none,none
2023-07-07 19:40:40.856336,340,88,walking,none,none
2023-07-07 19:40:41.061566,340,88,walking,none,none
2023-07-07 19:40:41.268791,324,114,walking,none,none
2023-07-07 19:40:41.473193,324,114,walking,none,none
2023-07-07 19:40:41.678832,324,114,walking,none,none
2023-07-07 19:40:41.887378,330,164,walking,none,none
2023-07-07 19:40:42.093863,330,164,walking,none,none
2023-07-07 19:40:42.301123,349,208,walking,none,none
2023-07-07 19:40:42.507052,349,208,walking,none,none
2023-07-07 19:40:42.713662,361,232,walking,none,none
2023-07-07 19:40:42.919091,373,256,standing,none,none
2023-07-07 19:40:43.123902,373,256,standing,none,none
2023-07-07 19:40:43.943196,383,285,standing,none,none
2023-07-07 19:40:44.151534,383,285,standing,none,none
2023-07-07 19:40:44.359754,401,287,standing,none,none
2023-07-07 19:40:44.567028,421,290,standing,none,none
2023-07-07 19:40:44.773158,431,275,standing,none,none
2023-07-07 19:40:44.980612,424,272,walking,none,none
2023-07-07 19:40:45.189331,418,268,walking,none,none
2023-07-07 19:40:45.397038,418,268,walking,none,none
2023-07-07 19:40:45.605346,432,271,walking,none,none
2023-07-07 19:40:45.812583,441,263,walking,none,none
2023-07-07 19:40:46.018874,450,255,walking,none,none
2023-07-07 19:40:46.224733,458,257,walking,none,none
2023-07-07 19:40:46.433918,465,259,walking,none,none
2023-07-07 19:40:46.642183,496,287,standing,none,none
2023-07-07 19:40:46.850798,499,291,standing,none,none
2023-07-07 19:40:47.059661,502,294,standing,none,none
2023-07-07 19:40:47.269318,508,310,standing,none,none
2023-07-07 19:40:47.473761,514,327,standing,none,none
2023-07-07 19:40:47.678436,522,350,standing,none,none
2023-07-07 19:40:47.883955,532,376,sitting,none,none
2023-07-07 19:40:48.089639,552,419,sitting,none,none
2023-07-07 19:40:48.295259,552,419,sitting,none,none
2023-07-07 19:40:48.500578,523,449,standing,none,none
2023-07-07 19:40:48.707973,332,121,walking,none,none
2023-07-07 19:40:48.916056,271,16,walking,none,none
2023-07-07 19:40:50.758878,331,6,,none,none
2023-07-07 19:40:50.965874,331,6,,none,none
2023-07-07 19:40:51.171430,329,6,,none,none
2023-07-07 19:40:51.376613,329,6,,none,none
2023-07-07 19:40:51.584195,335,4,,none,none
2023-07-07 19:40:51.790930,335,4,,none,none
2023-07-07 19:40:51.998617,339,2,,none,none
2023-07-07 19:40:52.206105,339,2,,none,none
2023-07-07 19:40:52.414052,339,2,,none,none
2023-07-07 19:40:52.618942,334,3,walking,none,none
2023-07-07 19:40:52.824107,334,3,walking,none,none
2023-07-07 19:40:53.032214,317,19,walking,none,none
2023-07-07 19:40:53.239691,317,19,walking,none,none
2023-07-07 19:40:53.447321,317,19,walking,none,none
2023-07-07 19:40:53.654460,309,24,walking,none,none
2023-07-07 19:40:53.861811,309,24,walking,none,none
2023-07-07 19:40:54.069889,294,10,walking,none,none
2023-07-07 19:40:54.275576,294,10,walking,none,none
2023-07-07 19:40:54.484254,289,7,walking,none,none
2023-07-07 19:40:54.690564,284,4,,none,none
2023-07-07 19:40:54.897053,284,4,,none,none
2023-07-07 19:40:55.104172,275,13,,none,none
2023-07-07 19:40:55.310625,275,13,,none,none
2023-07-07 19:40:55.517888,297,13,,none,none
2023-07-07 19:40:55.722166,297,13,,none,none
2023-07-07 19:40:55.927521,297,13,,none,none
2023-07-07 19:40:56.137027,302,12,walking,none,none
2023-07-07 19:40:56.344288,302,12,walking,none,none
2023-07-07 19:40:56.551415,279,10,,none,none
2023-07-07 19:40:56.757322,279,10,,none,none
2023-07-07 19:40:57.783383,272,8,walking,none,none
2023-07-07 19:40:57.990250,272,8,walking,none,none
2023-07-07 19:40:58.196112,272,8,walking,none,none
2023-07-07 19:40:58.403893,284,41,walking,none,none
2023-07-07 19:40:58.610660,265,55,walking,none,none
2023-07-07 19:40:58.817746,245,71,walking,none,none
2023-07-07 19:40:59.022457,256,98,walking,none,none
2023-07-07 19:40:59.228776,251,115,walking,none,none
2023-07-07 19:40:59.435566,250,164,walking,none,none
2023-07-07 19:40:59.643046,250,171,walking,none,none
2023-07-07 19:40:59.852025,253,178,walking,none,none
2023-07-07 19:41:00.059246,247,225,walking,none,none
2023-07-07 19:41:00.267014,247,238,walking,none,none
2023-07-07 19:41:00.472314,241,288,walking,none,none
2023-07-07 19:41:00.676791,238,307,walking,none,none
2023-07-07 19:41:00.883412,230,339,walking,none,none
2023-07-07 19:41:01.090056,227,354,walking,none,none
2023-07-07 19:41:01.298729,222,368,walking,none,none
2023-07-07 19:41:01.505744,224,401,walking,none,none
2023-07-07 19:41:01.712338,222,405,walking,none,none
2023-07-07 19:41:01.920915,220,454,walking,none,none
2023-07-07 19:41:02.128093,220,458,walking,none,none
2023-07-07 19:41:21.536463,347,437,walking,none,none
2023-07-07 19:41:21.743350,354,453,walking,none,none
2023-07-07 19:41:22.365268,346,436,walking,none,none
2023-07-07 19:41:22.572251,347,444,walking,none,none
2023-07-07 19:41:22.985907,360,450,walking,none,none
2023-07-07 19:41:23.193447,377,422,walking,none,none
2023-07-07 19:41:23.608311,394,431,standing,none,none
2023-07-07 19:41:23.816916,380,441,standing,none,none
2023-07-07 19:41:24.022687,383,445,walking,none,none
2023-07-07 19:41:24.437419,390,455,walking,none,none
2023-07-07 19:41:24.647308,405,437,sitting,none,none
2023-07-07 19:41:28.990208,372,453,standing,none,none
2023-07-07 19:41:29.196643,390,464,standing,none,none
2023-07-07 19:41:29.610390,461,424,standing,none,none
2023-07-07 19:41:29.818244,471,349,standing,none,none
2023-07-07 19:41:30.023561,443,379,standing,none,none
2023-07-07 19:41:30.229970,391,434,standing,none,none
2023-07-07 19:41:30.438781,433,367,standing,none,none
2023-07-07 19:41:30.855489,426,417,standing,none,none
2023-07-07 19:41:31.272580,409,436,standing,none,none
2023-07-07 19:41:31.477289,417,442,standing,none,none
2023-07-07 19:41:31.683711,467,337,standing,none,none
