Id,x,y,Expression,Action,Gesture,Interaction
person1,629,548,None,Walking,Right Hand Up,None
person1,599,548,None,Walking,Down,None
person1,629,555,None,Walking,Right Hand Up,None
person1,656,560,None,Walking,Down,None
person1,685,560,None,Walking,Down,None
person1,679,559,None,Walking,Down,None
person1,679,558,None,Walking,Down,None
person1,679,558,None,Walking,Down,None
person1,679,556,None,Walking,Down,None
person1,667,553,None,Walking,Down,None
person1,673,547,None,Walking,Down,None
person1,673,548,None,Walking,Down,Holding Phone
person1,656,541,None,Walking,Down,None
person1,639,538,None,Walking,Down,None
person1,599,534,None,Walking,Down,None
person1,573,523,None,Walking,Down,None
person1,581,517,None,Walking,Down,None
person1,549,514,None,Walking,Down,None
person1,561,508,None,Walking,Down,None
person1,549,502,None,Walking,Down,None
person1,531,491,None,Walking,Down,None
person1,538,471,None,Walking,Down,None
person1,520,452,None,Walking,Down,None
person1,486,439,None,Walking,Down,None
person1,472,430,None,Walking,Down,None
person1,462,417,None,Walking,Down,None
person1,452,404,None,Walking,Down,None
person1,442,386,None,Walking,Down,None
person1,431,361,None,Walking,Down,None
person1,429,334,None,Sitting,Down,None
person1,407,308,None,Sitting,Down,None
person1,394,294,None,Sitting,Down,None
person1,394,287,None,Sitting,Down,None
person1,389,283,None,Sitting,Down,None
person1,392,283,None,Sitting,Down,None
person1,392,283,None,Sitting,Down,None
person1,392,285,None,Sitting,Down,None
person1,389,288,Happy,Sitting,Down,None
person1,387,291,Happy,Sitting,Down,None
person1,391,289,Happy,Sitting,Down,None
person1,389,291,None,Sitting,Down,None
person1,391,295,None,Sitting,Down,None
person1,394,298,None,Sitting,Down,None
person1,396,319,Happy,Sitting,Down,None
person1,399,350,Happy,Sitting,Down,None
person1,413,384,None,Standing,Down,None
person1,414,401,None,Walking,Down,None
person1,411,408,None,Walking,Down,None
person1,411,418,None,Walking,Down,None
person1,411,424,None,Walking,Down,None
person1,413,425,None,Walking,Down,None
person1,423,425,None,Walking,Down,None
person1,414,421,None,Walking,Down,None
person1,416,418,None,Walking,Down,None
person1,416,418,None,Walking,Down,None
person1,416,414,None,Walking,Down,None
person1,411,410,None,Standing,Down,None
person1,423,391,None,Standing,Down,None
person1,401,360,None,Standing,Down,None
person1,403,330,None,Walking,Down,None
person1,396,313,None,Walking,Down,None
person1,396,303,None,Walking,Down,None
person1,387,302,None,Walking,Down,None
person1,399,301,None,Walking,Down,None
person1,398,303,None,Walking,Down,None
person1,394,303,None,Walking,Down,None
person1,399,305,None,Standing,Down,None
person1,392,306,None,Standing,Down,None
person1,392,307,None,Standing,Down,None
person1,423,308,None,Standing,Down,None
person1,371,335,None,Standing,Down,None
person1,362,350,None,Walking,Down,None
person1,66,358,None,Walking,Down,None
person1,66,360,None,Walking,Down,None
person1,365,360,None,Walking,Down,None
person1,351,352,None,Walking,Down,None
person1,345,342,None,Walking,Down,None
person1,332,339,None,Walking,Down,None
person1,332,338,None,Walking,Down,None
person1,66,338,None,Walking,Down,None
person1,317,334,Happy,Walking,Down,None
person1,332,313,None,Walking,Down,None
person1,341,303,None,Walking,Down,None
person1,354,303,None,Walking,Down,None
person1,354,304,None,Walking,Down,None
person1,355,303,None,Walking,Down,None
person1,353,304,None,Walking,Down,None
person1,351,305,None,Sitting,Down,None
person1,347,304,None,Sitting,Down,None
person1,357,305,None,Sitting,Down,None
person1,349,305,None,Sitting,Down,None
person1,354,306,None,Sitting,Down,None
person1,350,306,None,Sitting,Down,None
person1,350,306,None,Sitting,Down,None
person1,361,307,None,Sitting,Down,None
person1,362,307,None,Sitting,Down,None
person1,358,308,None,Sitting,Down,None
person1,368,309,None,Sitting,Down,None
person1,364,308,None,Sitting,Down,None
person1,358,308,None,Sitting,Down,None
person1,362,308,Neutral,Sitting,Down,None
person1,357,308,None,Sitting,Down,None
person1,357,308,None,Sitting,Down,None
person1,357,308,None,Sitting,Down,None
person1,351,308,None,Sitting,Down,None
person1,346,308,Neutral,Standing,Down,None
person1,339,308,Neutral,Standing,Down,None
person1,313,310,Happy,Standing,Down,None
person1,299,337,Happy,Standing,Down,None
person1,284,355,Happy,Standing,Down,None
person1,280,358,Happy,Standing,Down,None
person1,272,347,Happy,Standing,Down,None
person1,254,339,Neutral,Standing,Down,None
person1,237,337,Happy,Standing,Down,None
person1,213,333,Neutral,Standing,Down,None
person1,201,318,Neutral,Standing,Down,None
person1,189,287,Happy,Standing,Down,None
person1,175,233,Sad,Walking,Down,None
person1,164,166,Sad,Walking,Down,None
person1,156,102,Sad,Walking,Down,None
person1,152,68,Sad,Walking,Down,None
person1,150,48,Sad,Walking,Down,None
person1,150,36,Neutral,Walking,Down,None
person1,151,49,Neutral,Walking,Down,None
person1,155,110,Neutral,Walking,Down,None
person1,160,236,Sad,Walking,Down,None
person1,166,355,Sad,Walking,Down,None
person1,177,412,Neutral,Walking,Down,None
person1,187,439,Neutral,Walking,Down,None
person1,201,430,Neutral,Walking,Down,None
person1,213,436,Neutral,Walking,Down,None
person1,221,447,Neutral,Walking,Down,None
person1,224,468,Neutral,Walking,Down,None
person1,222,488,Neutral,Walking,Down,None
person1,213,511,Neutral,Walking,Down,None
person1,211,543,Sad,Walking,Down,None
person1,205,569,Sad,Walking,Down,None
person1,204,570,Sad,Walking,Down,None
person1,203,578,Sad,Walking,Down,None
person1,198,564,Sad,Walking,Down,None
person1,198,560,None,Walking,Down,None
person1,194,486,Sad,Walking,Down,None
person1,192,430,Sad,Walking,Down,None
person1,187,394,Sad,Walking,Down,None
person1,180,365,Sad,Walking,Down,None
person1,171,334,Sad,Walking,Down,None
person1,162,299,Sad,Walking,Down,None
person1,157,270,Sad,Walking,Down,None
person1,153,245,Sad,Walking,Down,None
person1,150,203,Sad,Walking,Down,None
person1,148,132,Sad,Walking,Down,None
person1,146,68,Sad,Walking,Down,None
person1,146,33,None,Walking,Down,None
person1,146,46,None,Walking,Down,None
person1,144,34,Sad,Walking,Down,None
person1,143,46,Sad,Walking,Down,None
person1,143,51,Sad,Walking,Down,None
person1,142,50,Sad,Walking,Down,None
person1,142,52,Sad,Walking,Down,None
person1,142,62,Sad,Walking,Down,None
person1,141,66,Sad,Walking,Down,None
person1,141,69,Sad,Walking,Down,None
person1,141,70,Sad,Walking,Down,None
person1,141,70,Sad,Walking,Down,None
person1,141,71,Sad,Walking,Down,None
person1,141,73,Sad,Walking,Down,None
person1,141,73,Sad,Walking,Down,None
person1,139,74,Neutral,Walking,Down,None
person1,139,73,Sad,Walking,Down,None
person1,145,107,Sad,Walking,Down,None
person1,152,225,Sad,Walking,Down,None
person1,159,312,Sad,Walking,Down,None
person1,167,346,Neutral,Walking,Down,None
person1,180,361,Neutral,Walking,Down,None
person1,193,368,Neutral,Walking,Down,None
person1,204,383,Neutral,Walking,Down,None
person1,213,405,Neutral,Sitting,Down,None
person1,217,436,Neutral,Sitting,Down,None
person1,222,467,Neutral,Sitting,Down,None
person1,222,485,Neutral,Sitting,Down,None
person1,224,498,Neutral,Sitting,Down,None
person1,226,498,Neutral,Sitting,Down,None
person1,224,493,Neutral,Sitting,Down,None
person1,226,467,Neutral,Sitting,Down,None
person1,226,461,Neutral,Sitting,Down,None
person1,227,456,Neutral,Sitting,Down,None
person1,227,453,Sad,Sitting,Down,None
person1,226,452,Sad,Sitting,Down,None
person1,225,452,Sad,Sitting,Down,None
person1,225,455,Sad,Sitting,Down,None
person1,227,456,Sad,Walking,Down,None
person1,228,457,Sad,Sitting,Down,None
person1,227,459,Sad,Walking,Down,None
person1,227,460,Sad,Sitting,Down,Calling on Phone
person1,228,469,None,Walking,Down,Calling on Phone
person1,228,468,None,Walking,Down,Calling on Phone
person1,232,473,Neutral,Walking,Down,Calling on Phone
person1,242,471,None,Sitting,Down,Calling on Phone
person1,244,446,Sad,Sitting,Down,None
person1,255,408,Sad,Sitting,Right Hand Up,None
person1,258,382,Sad,Sitting,Down,None
person1,260,377,Sad,Standing,Right Hand Up,None
person1,260,392,Neutral,Sitting,Right Hand Up,None
person1,266,404,None,Standing,Down,None
person1,264,434,Sad,Sitting,Right Hand Up,None
person1,265,457,Sad,Sitting,Right Hand Up,None
person1,266,463,Neutral,Sitting,Down,None
person1,264,466,None,Sitting,Right Hand Up,None
person1,264,458,Sad,Sitting,Right Hand Up,None
person1,267,438,Sad,Sitting,Right Hand Up,None
person1,265,412,Happy,Sitting,Right Hand Up,None
person1,273,382,Sad,Sitting,Right Hand Up,None
person1,275,364,Sad,Sitting,Down,None
person1,275,355,Sad,Sitting,Right Hand Up,None
person1,275,362,None,Sitting,Right Hand Up,None
person1,274,368,Sad,Sitting,Right Hand Up,None
person1,274,373,None,Walking,Down,None
person1,272,377,Sad,Sitting,Right Hand Up,None
person1,272,377,None,Sitting,Right Hand Up,None
person1,273,382,Sad,Sitting,Right Hand Up,None
person1,271,387,Sad,Sitting,Down,None
person1,270,389,None,Sitting,Down,None
person1,270,391,None,Sitting,Right Hand Up,None
person1,271,393,Sad,Sitting,Right Hand Up,None
person1,270,396,Sad,Sitting,Right Hand Up,None
person1,271,397,Sad,Sitting,Right Hand Up,None
person1,273,398,Sad,Sitting,Right Hand Up,None
person1,273,398,Sad,Sitting,Right Hand Up,None
person1,272,385,Sad,Standing,Right Hand Up,None
person1,268,368,Sad,Walking,Down,None
person1,267,356,Sad,Walking,Down,None
person1,265,352,Sad,Walking,Down,None
person1,261,360,Sad,Sitting,Down,None
person1,256,364,Sad,Walking,Down,None
person1,252,383,Sad,Sitting,Right Hand Up,None
person1,242,415,Sad,Sitting,Right Hand Up,None
person1,237,432,Sad,Sitting,Right Hand Up,None
person1,235,437,Sad,Sitting,Right Hand Up,None
person1,237,439,Sad,Sitting,Right Hand Up,None
person1,236,443,Sad,Sitting,Right Hand Up,None
person1,233,448,Sad,Sitting,Down,None
person1,231,450,Sad,Sitting,Down,None
person1,236,451,Sad,Sitting,Down,None
person1,235,452,Sad,Sitting,Down,None
person1,240,453,Sad,Sitting,Down,None
person1,249,438,None,Sitting,Down,None
person1,257,409,Sad,Sitting,Down,None
person1,268,388,None,Sitting,Down,None
person1,280,390,Sad,Standing,Both Hands Up,None
person1,284,398,Sad,Standing,Down,None
person1,287,415,None,Sitting,Both Hands Up,None
person1,290,434,Sad,Sitting,Both Hands Up,None
person1,296,445,Sad,Standing,Both Hands Up,None
person1,297,445,None,Sitting,Down,None
person1,298,441,None,Sitting,Both Hands Up,None
person1,297,439,None,Standing,Both Hands Up,None
person1,298,438,Sad,Sitting,Both Hands Up,None
person1,302,437,None,Sitting,Both Hands Up,None
person1,299,434,None,Sitting,Down,None
person1,299,430,Sad,Sitting,Both Hands Up,None
person1,297,428,None,Sitting,Down,None
person1,301,426,None,Sitting,Both Hands Up,None
person1,300,425,None,Sitting,Both Hands Up,None
person1,301,425,None,Sitting,Both Hands Up,None
person1,301,424,None,Sitting,Down,None
person1,302,424,None,Standing,Both Hands Up,None
person1,298,423,Sad,Sitting,Both Hands Up,None
person1,300,423,Sad,Standing,Both Hands Up,None
person1,298,428,Sad,Standing,Down,None
person1,285,433,Neutral,Walking,Down,None
person1,280,434,Sad,Walking,Down,None
person1,270,424,Sad,Walking,Down,None
person1,254,402,Sad,Sitting,Down,None
person1,242,376,Sad,Walking,Down,None
person1,228,367,None,Walking,Down,None
person1,213,360,Sad,Walking,Down,None
person1,196,337,Sad,Walking,Down,None
person1,185,303,Sad,Walking,Down,None
person1,166,237,Sad,Walking,Down,None
person1,150,144,None,Walking,Down,None
person1,66,671,None,None,Down,None
person1,172,81,Neutral,Walking,Down,None
person1,185,118,Neutral,Walking,Down,None
person1,186,130,Neutral,Walking,Down,None
person1,179,136,Neutral,Walking,Down,None
person1,168,180,Sad,Walking,Down,None
person1,171,254,Sad,Walking,Down,None
person1,181,303,Neutral,Walking,Down,None
person1,193,344,Neutral,Walking,Down,None
person1,207,384,Neutral,Sitting,Down,None
person1,222,427,Sad,Walking,Down,None
person1,230,448,Sad,Walking,Down,None
person1,242,490,Sad,Sitting,Down,None
person1,252,504,Sad,Sitting,Down,None
person1,263,491,Sad,Sitting,Down,None
person1,273,455,Sad,Walking,Down,None
person1,284,436,Sad,Sitting,Down,None
person1,284,413,Sad,Sitting,Down,None
person1,286,405,Sad,Sitting,Down,None
person1,286,408,Sad,Sitting,Down,None
person1,286,420,Sad,Sitting,Down,None
person1,285,445,Sad,Sitting,Down,None
person1,285,460,None,Walking,Down,None
person1,285,469,None,Walking,Down,None
person1,287,464,None,Walking,Down,None
person1,290,458,None,Walking,Down,None
person1,296,448,None,Walking,Down,None
person1,299,429,None,Standing,Down,None
person1,301,414,None,Walking,Both Hands Up,None
person1,301,405,None,Walking,Down,None
person1,303,401,None,Walking,Down,None
person1,302,398,None,Walking,Down,None
person1,301,398,None,Walking,Down,Working on Computer
person1,300,398,None,Walking,Down,None
person1,297,396,None,Walking,Down,None
person1,299,394,None,Walking,Down,Calling on Phone
person1,298,392,None,Walking,Both Hands Up,Calling on Phone
person1,297,394,None,Sitting,Down,None
person1,297,394,None,Sitting,Down,None
person1,297,394,None,Sitting,Both Hands Up,None
person1,297,394,Sad,Sitting,Both Hands Up,None
person1,298,393,Sad,Sitting,Both Hands Up,None
person1,297,393,Sad,Sitting,Both Hands Up,None
person1,299,392,Sad,Sitting,Both Hands Up,None
person1,298,391,Sad,Sitting,Both Hands Up,None
person1,298,390,None,Sitting,Both Hands Up,None
person1,299,387,None,Sitting,Both Hands Up,None
person1,299,387,None,Sitting,Both Hands Up,Working on Computer
person1,296,386,None,Sitting,Down,None
person1,298,386,None,Walking,Down,None
person1,297,380,None,Walking,Down,None
person1,296,375,None,Walking,Down,None
person1,290,375,None,Walking,Down,None
person1,286,375,Sad,Walking,Right Hand Up,None
person1,279,381,Sad,Walking,Right Hand Up,None
person1,272,390,Neutral,Sitting,Right Hand Up,None
person1,261,395,Neutral,Sitting,Right Hand Up,None
person1,257,394,Neutral,Sitting,Right Hand Up,None
person1,260,393,Neutral,Sitting,Down,None
person1,258,376,Neutral,Walking,Down,None
person1,258,365,Neutral,Sitting,Down,None
person1,258,356,Neutral,Walking,Down,None
person1,258,351,Neutral,Walking,Down,None
person1,258,346,Neutral,Walking,Down,None
person1,256,352,Neutral,Walking,Down,None
person1,257,354,Neutral,Walking,Down,None
person1,257,354,None,Walking,Down,None
person1,259,362,Neutral,Walking,Down,None
person1,259,367,Neutral,Walking,Down,None
person1,258,368,Neutral,Sitting,Down,None
person1,258,371,Neutral,Walking,Down,None
person1,258,371,Neutral,Sitting,Down,None
person1,259,377,Sad,Walking,Down,None
person1,256,381,Sad,Walking,Down,None
person1,257,383,Sad,Sitting,Down,None
person1,255,381,Sad,Sitting,Down,None
person1,258,381,Sad,Sitting,Down,None
person1,258,381,Neutral,Walking,Down,None
person1,255,382,Sad,Walking,Down,None
person1,258,384,Sad,Walking,Down,None
person1,259,386,Sad,Sitting,Down,None
person1,257,388,Sad,Sitting,Down,None
person1,258,390,Sad,Sitting,Down,None
person1,255,393,Sad,Sitting,Down,None
person1,250,396,Sad,Sitting,Down,None
person1,241,395,Sad,Sitting,Down,None
person1,228,395,None,Sitting,Down,None
person1,216,361,Sad,Walking,Down,None
person1,204,343,Sad,Walking,Down,None
person1,187,287,Sad,Walking,Down,None
person1,180,199,None,Walking,Down,None
person1,174,163,None,Walking,Down,None
person1,168,144,None,Walking,Down,None
person1,160,125,None,Walking,Down,None
person1,160,122,Neutral,Walking,Down,None
person1,160,123,Neutral,Walking,Down,None
person1,160,123,Neutral,Walking,Down,None
person1,161,123,Neutral,Walking,Down,None
person1,161,122,Neutral,Walking,Down,None
person1,161,122,Neutral,Walking,Down,None
person1,161,125,Neutral,Walking,Down,None
person1,160,167,Happy,Walking,Down,None
person1,164,214,Neutral,Sitting,Down,None
person1,167,189,Neutral,Walking,Down,None
person1,173,161,Neutral,Sitting,Down,None
person1,171,102,Neutral,Walking,Down,None
person1,170,82,Neutral,Walking,Down,None
person1,168,78,Neutral,Walking,Down,None
person1,166,84,Neutral,Walking,Down,None
person1,163,86,Neutral,Walking,Down,None
person1,161,85,Neutral,Walking,Down,None
person1,159,79,Neutral,Walking,Down,None
person1,157,70,Neutral,Walking,Down,None
person1,158,67,Neutral,Walking,Down,None
person1,158,72,Neutral,Walking,Down,None
person1,158,71,Neutral,Walking,Down,None
person1,158,73,Neutral,Walking,Down,None
person1,157,81,Neutral,Walking,Down,None
person1,160,96,Neutral,Walking,Down,None
person1,164,133,Neutral,Walking,Down,None
person1,171,158,Neutral,Walking,Down,None
person1,176,192,Neutral,Walking,Down,None
person1,180,209,Neutral,Walking,Down,None
person1,183,222,Neutral,Walking,Down,None
person1,180,217,Neutral,Walking,Down,None
person1,169,201,Neutral,Walking,Down,None
person1,150,134,Sad,Walking,Down,None
person1,143,108,Sad,Walking,Down,None
person1,149,124,Sad,Walking,Down,None
person1,156,159,Neutral,None,Down,None
person1,163,176,Neutral,None,Down,None
person1,166,181,Neutral,None,Down,None
person1,166,179,Neutral,None,Down,None
person1,166,178,Neutral,None,Down,None
person1,165,177,Neutral,Sitting,Down,None
person1,164,176,Neutral,Sitting,Down,None
person1,161,176,Neutral,Sitting,Down,None
person1,154,191,Neutral,Sitting,Down,None
person1,146,231,Neutral,Walking,Down,None
person1,146,304,Neutral,Sitting,Down,None
person1,151,351,Neutral,Walking,Down,None
person1,154,386,Neutral,Sitting,Down,None
person1,153,397,Neutral,Sitting,Down,None
person1,149,410,Neutral,Sitting,Down,None
person1,143,426,Neutral,Sitting,Down,None
person1,140,443,Sad,Sitting,Down,None
person1,142,507,Sad,Sitting,Down,None
person1,146,568,Sad,Sitting,Down,None
person1,149,609,Sad,Sitting,Down,None
person1,151,628,Sad,Sitting,Down,None
person1,154,613,Sad,Sitting,Down,None
person1,161,571,Sad,Walking,Left Hand Up,None
person1,172,502,Sad,Walking,Down,None
person1,180,435,Neutral,Walking,Down,None
person1,187,409,Neutral,Walking,Down,None
person1,191,405,Neutral,Walking,Down,None
person1,193,426,Neutral,Walking,Down,None
person1,195,439,Neutral,Walking,Down,None
person1,194,460,Neutral,Walking,Down,None
person1,194,476,Neutral,Walking,Down,None
person1,196,484,Neutral,Walking,Down,None
person1,201,483,Neutral,Walking,Down,None
person1,204,446,Neutral,Sitting,Down,None
person1,211,402,Neutral,Sitting,Down,None
person1,212,395,Neutral,Walking,Down,None
person1,211,408,Neutral,Sitting,Down,None
person1,212,413,Neutral,Sitting,Down,None
person1,210,417,Neutral,Sitting,Down,None
person1,210,418,Neutral,Sitting,Down,None
person1,208,420,Neutral,Sitting,Down,None
person1,208,421,Neutral,Sitting,Down,None
person1,205,419,Neutral,Walking,Down,None
person1,206,416,Neutral,Sitting,Down,None
person1,206,409,Neutral,Sitting,Down,None
person1,204,387,Neutral,Sitting,Down,None
person1,205,375,Neutral,Sitting,Down,None
person1,205,363,Neutral,Sitting,Down,None
person1,205,361,Neutral,Sitting,Down,None
person1,206,358,Neutral,Walking,Down,None
person1,205,354,Neutral,Walking,Down,None
person1,206,349,Neutral,Walking,Down,None
person1,207,350,Neutral,Walking,Down,None
person1,206,348,Neutral,Walking,Down,None
person1,206,348,Neutral,Walking,Down,None
person1,205,345,Neutral,Walking,Down,None
person1,205,339,Neutral,Walking,Down,None
person1,201,341,Neutral,Walking,Down,None
person1,192,342,Neutral,Walking,Down,None
person1,179,343,Sad,Walking,Down,None
person1,172,342,Sad,Walking,Down,None
person1,168,341,Sad,Walking,Down,None
person1,162,324,Sad,Walking,Down,None
person1,153,276,Sad,Walking,Down,None
person1,143,134,None,Walking,Down,None
person1,590,134,None,Walking,Down,None
person1,66,671,None,None,Down,None
person1,66,671,None,None,Down,None
person1,66,671,None,None,Down,None
person1,66,671,None,None,Down,None
person1,66,671,None,None,Down,None
person1,66,671,None,None,Down,None
person1,66,671,None,None,Down,None
person1,66,671,None,None,Down,None
person1,66,671,None,None,Down,None
person1,151,89,None,Walking,Down,None
person1,151,49,Sad,Sitting,Down,None
person1,162,75,Sad,Sitting,Down,None
person1,169,124,Neutral,Sitting,Down,None
person1,173,173,Sad,Sitting,Down,None
person1,174,181,Neutral,Sitting,Down,None
person1,173,180,Sad,Sitting,Down,None
person1,172,178,Sad,Sitting,Down,None
person1,173,176,Neutral,Sitting,Down,None
person1,173,174,Neutral,Sitting,Down,None
person1,174,172,Neutral,Sitting,Down,None
person1,175,170,Neutral,Sitting,Down,None
person1,177,167,Neutral,Sitting,Down,None
person1,177,166,Neutral,Sitting,Down,None
person1,177,165,Neutral,Sitting,Down,None
person1,177,164,Neutral,Sitting,Down,None
person1,176,166,Happy,Sitting,Down,None
person1,175,168,Happy,Sitting,Down,None
person1,175,172,Happy,Sitting,Down,None
person1,175,174,Happy,Sitting,Down,None
person1,175,174,Happy,Sitting,Down,None
person1,174,173,Neutral,Sitting,Down,None
person1,175,172,Neutral,Sitting,Down,None
person1,175,170,Neutral,Sitting,Down,None
person1,174,170,Neutral,Sitting,Down,None
person1,175,169,Neutral,Sitting,Down,None
person1,175,168,Sad,Sitting,Down,None
person1,175,163,None,Sitting,Down,None
person1,174,160,None,Sitting,Down,None
person1,173,155,None,Sitting,Down,None
person1,173,150,None,Sitting,Down,None
person1,172,140,None,Sitting,Down,None
person1,172,135,None,Sitting,Down,None
person1,172,133,None,Sitting,Down,None
person1,172,136,Sad,Sitting,Down,None
person1,173,137,Sad,Sitting,Down,None
person1,171,138,Sad,Sitting,Down,None
person1,173,140,Sad,Sitting,Down,None
person1,172,140,Sad,Sitting,Down,None
person1,172,142,Sad,Sitting,Down,None
person1,171,143,Sad,Sitting,Down,None
person1,172,147,Happy,Sitting,Down,None
person1,172,153,Happy,Sitting,Down,None
person1,172,156,Happy,Sitting,Down,None
person1,172,157,Happy,Sitting,Down,None
person1,172,156,Neutral,Sitting,Down,None
person1,172,156,Neutral,Sitting,Down,None
person1,172,156,Neutral,Sitting,Down,None
person1,172,156,Neutral,Sitting,Down,None
person1,172,156,Neutral,Sitting,Down,None
person1,172,156,Neutral,Sitting,Down,None
person1,172,158,Neutral,Sitting,Down,None
person1,174,161,Neutral,Sitting,Down,None
person1,175,164,Neutral,Sitting,Down,None
person1,175,165,Neutral,Sitting,Down,None
person1,175,165,Neutral,Sitting,Down,None
person1,177,185,Neutral,Sitting,Right Hand Up,None
person1,181,182,Neutral,Sitting,Right Hand Up,None
person1,184,158,Neutral,Sitting,Down,None
person1,183,95,Neutral,Sitting,Down,None
person1,181,59,Neutral,Sitting,Down,None
person1,182,55,Neutral,Sitting,Down,None
person1,184,49,Neutral,Sitting,Down,None
person1,187,47,Neutral,Sitting,Down,None
person1,184,46,Neutral,Sitting,Down,None
person1,184,60,Neutral,Sitting,Down,None
person1,187,83,Neutral,Sitting,Down,None
person1,191,166,None,Sitting,Down,None
person1,194,217,Neutral,Sitting,Right Hand Up,None
person1,197,240,Neutral,Sitting,Right Hand Up,None
person1,201,253,Neutral,Sitting,Right Hand Up,None
person1,202,266,Neutral,Sitting,Right Hand Up,None
person1,202,278,Neutral,Sitting,Right Hand Up,None
person1,202,283,Neutral,Sitting,Right Hand Up,None
person1,198,287,Neutral,Sitting,Down,None
person1,186,288,Neutral,Sitting,Down,None
person1,177,316,Neutral,Sitting,Down,None
person1,174,346,Neutral,Sitting,Down,None
person1,178,392,Neutral,Sitting,Down,None
person1,179,407,Neutral,Sitting,Down,Reading Book
person1,179,405,Neutral,Sitting,Down,None
person1,178,395,Neutral,Sitting,Down,None
person1,178,384,Neutral,Sitting,Down,None
person1,177,376,Neutral,Sitting,Down,None
person1,176,370,Neutral,Sitting,Down,None
person1,177,380,Neutral,Sitting,Down,None
person1,177,390,Neutral,Sitting,Down,None
person1,177,408,Neutral,Sitting,Down,None
person1,178,420,Neutral,Sitting,Down,None
person1,177,427,Neutral,Sitting,Down,Reading Book
person1,175,437,Neutral,Sitting,Down,Reading Book
person1,172,425,Neutral,Sitting,Down,None
person1,169,418,Neutral,Sitting,Down,Reading Book
person1,166,415,Neutral,Sitting,Down,None
person1,164,426,Sad,Sitting,Down,None
person1,163,463,Sad,Sitting,Down,None
person1,163,531,Neutral,Sitting,Down,None
person1,165,565,Sad,Sitting,Down,None
person1,170,576,Sad,Sitting,Down,Reading Book
person1,178,561,Sad,Sitting,Down,None
person1,193,542,Sad,Sitting,Down,None
person1,201,510,Sad,Sitting,Down,None
person1,205,503,Sad,Sitting,Down,None
person1,208,522,Sad,Sitting,Down,None
person1,208,551,Sad,Sitting,Down,None
person1,211,561,Sad,Sitting,Down,None
person1,212,558,Neutral,Sitting,Down,None
person1,217,555,Sad,Sitting,Down,None
person1,225,501,Sad,Sitting,Down,None
person1,223,443,Sad,Sitting,Down,None
person1,226,424,Neutral,Sitting,Down,None
person1,228,409,Sad,Standing,Down,None
person1,229,403,Neutral,Standing,Down,None
person1,227,407,Neutral,Standing,Down,None
person1,223,385,Neutral,Standing,Down,None
person1,222,387,Neutral,Standing,Down,None
person1,215,390,Neutral,Standing,Down,None
person1,210,391,Neutral,Standing,Down,None
person1,204,388,Neutral,Standing,Down,None
person1,204,386,Neutral,Standing,Down,None
person1,202,359,Neutral,Standing,Down,None
person1,202,313,Neutral,Standing,Down,None
person1,205,233,Neutral,Standing,Down,None
person1,209,155,Neutral,Standing,Down,None
person1,211,122,Neutral,Standing,Down,None
person1,211,107,Neutral,Standing,Down,None
person1,212,122,Neutral,Standing,Down,None
person1,213,137,Neutral,Standing,Down,None
person1,213,173,Neutral,Standing,Down,None
person1,215,230,Neutral,Standing,Down,None
person1,216,310,Neutral,Standing,Down,None
person1,219,352,Neutral,Standing,Down,None
person1,224,380,Neutral,Standing,Down,None
person1,228,389,Neutral,Standing,Down,None
person1,234,398,Neutral,Standing,Down,None
person1,238,412,Neutral,Standing,Down,None
person1,238,437,Neutral,Standing,Down,None
person1,233,470,Neutral,Standing,Down,None
person1,232,484,Neutral,Standing,Down,None
person1,232,488,Sad,Walking,Down,None
person1,235,458,None,Walking,Down,None
person1,233,450,None,Walking,Down,None
person1,236,398,None,Walking,Down,None
person1,234,368,None,Walking,Down,None
person1,235,329,Neutral,Standing,Down,None
person1,233,261,Neutral,Walking,Down,None
person1,231,208,None,Walking,Down,None
person1,235,167,Neutral,Standing,Down,None
person1,236,128,Neutral,Standing,Down,None
person1,234,125,Neutral,Standing,Down,None
person1,235,156,Neutral,Standing,Down,None
person1,236,191,Neutral,Standing,Down,None
person1,235,236,Neutral,Standing,Down,None
person1,230,276,Neutral,Standing,Down,None
person1,228,328,Neutral,Standing,Down,None
person1,224,383,None,Standing,Down,None
person1,66,428,None,Standing,Down,None
person1,221,462,None,Standing,Down,None
person1,223,500,Sad,Standing,Down,None
person1,221,548,Neutral,Standing,Down,None
person1,222,551,Neutral,Standing,Down,None
person1,227,534,Neutral,Standing,Down,None
person1,236,496,Neutral,Standing,Down,None
person1,240,477,Neutral,Standing,Down,None
person1,247,453,Neutral,Standing,Down,None
person1,246,434,Neutral,Standing,Down,None
person1,242,426,Neutral,Standing,Down,None
person1,228,412,Neutral,Standing,Down,None
person1,209,397,Neutral,Standing,Down,None
person1,196,365,Sad,Standing,Down,None
person1,185,321,Sad,Standing,Down,None
person1,171,240,None,Standing,Down,None
person1,154,174,Sad,Standing,Down,None
person1,142,58,None,Standing,Down,None
person1,200,354,Neutral,Standing,Down,None
person1,187,322,Neutral,Standing,Down,None
person1,186,324,Neutral,Standing,Down,None
person1,186,328,Neutral,Standing,Down,None
person1,187,345,Neutral,Standing,Down,None
person1,186,383,Neutral,Standing,Down,None
person1,184,421,Neutral,Standing,Down,None
person1,188,427,Neutral,Standing,Down,None
person1,207,436,Neutral,Standing,Down,None
person1,230,451,Neutral,Standing,Down,None
person1,247,463,None,Walking,Down,None
person1,259,460,None,Walking,Down,None
