Id,x,y,Expression,Action,Gesture,Interaction
person1,275,457,None,Walking,Down,None
person1,284,452,None,Walking,Down,None
person1,303,451,None,Walking,Down,None
person1,314,451,None,Walking,Down,None
person1,336,451,None,Walking,Down,None
person1,342,452,None,Walking,Down,None
person1,350,452,None,Walking,Down,None
person1,370,433,None,Walking,Down,None
person1,379,428,None,Walking,Down,None
person1,394,417,None,Walking,Down,None
person1,414,410,None,Walking,Down,None
person1,435,405,None,Walking,Down,None
person1,442,404,None,Walking,Down,None
person1,457,395,None,Walking,Down,None
person1,472,383,None,Walking,Down,None
person1,472,372,None,Walking,Down,None
person1,486,367,None,Walking,Down,None
person1,486,371,None,Walking,Down,None
person1,504,366,None,Walking,Down,None
person1,498,371,None,Walking,Down,None
person1,517,373,None,Walking,Down,None
person1,483,395,None,Walking,Down,None
person1,478,416,None,Walking,Down,None
person1,462,427,None,Walking,Down,None
person1,459,428,None,Walking,Down,None
person1,452,428,None,Walking,Down,None
person1,433,433,None,Walking,Down,None
person1,429,439,None,Walking,Down,None
person1,407,445,None,Walking,Down,None
person1,394,461,None,Walking,Down,None
person1,387,471,None,Walking,Down,None
person1,381,475,None,Walking,Down,None
person1,365,480,Happy,Walking,Down,None
person1,342,481,None,Walking,Down,None
person1,334,483,Happy,Walking,Down,None
person1,322,485,Happy,Walking,Down,None
person1,303,492,Happy,Walking,Down,None
person1,286,494,Happy,Walking,Down,None
person1,277,488,Sad,Walking,Down,None
person1,270,481,Happy,Standing,Down,None
person1,256,468,Happy,Standing,Down,None
person1,250,451,Happy,Standing,Down,None
person1,243,446,Happy,Standing,Down,None
person1,241,449,Happy,Standing,Down,None
person1,243,449,Sad,Standing,Down,None
person1,241,462,Sad,Standing,Down,None
person1,237,471,None,Standing,Down,None
person1,238,475,None,Standing,Down,None
person1,239,476,None,Standing,Down,None
person1,237,476,None,Standing,Down,None
person1,239,475,None,Standing,Down,None
person1,239,475,None,Standing,Down,None
person1,238,475,None,Standing,Down,None
person1,238,475,Sad,Standing,Down,None
person1,237,475,Sad,Standing,Down,None
person1,237,475,Neutral,Standing,Down,None
person1,238,476,Sad,Standing,Down,None
person1,238,477,Sad,Standing,Down,None
person1,239,478,Sad,Standing,Down,None
person1,239,478,Neutral,Standing,Down,None
person1,238,479,Neutral,Standing,Down,None
person1,238,481,Sad,Standing,Down,None
person1,239,482,Neutral,Standing,Down,None
person1,238,483,Neutral,Standing,Down,None
person1,237,485,Neutral,Standing,Down,None
person1,237,486,Neutral,Standing,Down,None
person1,236,488,Neutral,Standing,Down,None
person1,237,488,Neutral,Standing,Down,None
person1,236,488,Neutral,Standing,Down,None
person1,235,489,Neutral,Standing,Down,None
person1,233,494,Sad,Standing,Down,None
person1,226,493,Neutral,Standing,Down,None
person1,222,456,Neutral,Standing,Down,None
person1,212,407,Neutral,Standing,Down,None
person1,211,380,Neutral,Standing,Down,None
person1,204,360,None,Standing,Down,None
person1,198,351,Neutral,Standing,Down,None
person1,187,349,Neutral,Standing,Down,None
person1,174,337,Sad,Standing,Down,None
person1,163,311,Sad,Standing,Down,None
person1,66,671,None,None,Down,None
person1,133,66,None,Walking,Both Hands Up,None
person1,134,66,None,Walking,Down,None
person1,134,66,None,Walking,Down,None
person1,139,132,None,Sitting,Both Hands Up,None
person1,138,111,None,Walking,Both Hands Up,None
person1,144,124,None,Walking,Down,None
person1,153,197,Sad,Walking,Down,None
person1,155,313,None,Walking,Down,None
person1,164,328,Sad,Walking,Down,None
person1,175,362,Sad,Standing,Down,None
person1,198,390,Sad,Walking,Down,None
person1,215,413,Sad,Walking,Down,None
person1,221,427,None,Walking,Down,None
person1,229,415,None,Walking,Down,None
person1,240,397,None,Walking,Down,None
person1,249,392,None,Walking,Down,None
person1,258,376,None,Walking,Down,None
person1,264,369,None,Walking,Down,None
person1,267,349,None,Walking,Down,None
person1,255,311,None,Walking,Down,None
person1,249,272,None,Walking,Down,None
person1,242,235,None,Walking,Down,None
person1,242,190,None,Walking,Down,None
person1,232,131,None,Walking,Down,None
person1,229,60,None,Walking,Down,None
person1,225,5,None,Walking,Down,None
person1,238,5,None,Walking,Down,None
person1,725,5,None,Walking,Down,None
person1,771,5,None,Walking,Down,None
person1,725,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,763,5,None,Walking,Down,None
person1,740,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,755,5,None,Walking,Down,None
person1,733,5,None,Walking,Down,None
person1,733,5,None,Walking,Down,None
person1,755,5,None,Walking,Down,None
person1,740,5,None,Walking,Down,None
person1,718,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,763,5,None,Walking,Down,None
person1,740,5,None,Walking,Down,None
person1,740,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,740,5,None,Walking,Down,None
person1,733,5,None,Walking,Down,None
person1,733,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,763,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,718,5,None,Walking,Down,None
person1,733,5,None,Walking,Down,None
person1,747,5,None,Walking,Down,None
person1,238,5,None,Walking,Down,None
person1,263,129,None,Walking,Down,None
person1,258,183,None,Walking,Down,None
person1,266,221,None,Walking,Down,None
person1,280,242,None,Walking,Down,None
person1,294,261,None,Walking,Down,None
person1,321,266,None,Walking,Down,None
person1,297,263,None,Walking,Left Hand Up,None
person1,307,244,None,Walking,Down,None
person1,309,240,None,Walking,Down,None
person1,312,239,None,Sitting,Both Hands Up,None
person1,312,251,None,Sitting,Left Hand Up,None
person1,319,270,None,Sitting,Left Hand Up,None
person1,344,289,None,Sitting,Down,None
person1,347,308,Sad,Sitting,Down,None
person1,357,324,None,Sitting,Down,None
person1,370,329,None,Sitting,Down,None
person1,365,334,Neutral,Sitting,Down,None
person1,361,340,Neutral,Sitting,Down,Working on Computer
person1,379,343,None,Sitting,Down,Working on Computer
person1,373,346,None,Sitting,Down,Working on Computer
person1,387,348,None,Sitting,Down,Working on Computer
person1,379,351,Neutral,Sitting,Down,Working on Computer
person1,382,351,Neutral,Sitting,Down,Working on Computer
person1,382,350,Neutral,Sitting,Down,Working on Computer
person1,379,350,None,Walking,Down,Working on Computer
person1,381,349,None,Walking,Down,Working on Computer
person1,384,349,None,Sitting,Down,Working on Computer
person1,376,350,Neutral,Sitting,Down,Working on Computer
person1,381,351,Neutral,Sitting,Down,Working on Computer
person1,376,352,None,Sitting,Down,Working on Computer
person1,376,351,None,Sitting,Down,Working on Computer
person1,381,351,None,Sitting,Down,Working on Computer
person1,379,351,Neutral,Sitting,Down,Working on Computer
person1,374,351,Happy,Sitting,Down,Working on Computer
person1,374,350,None,Sitting,Down,Working on Computer
person1,379,349,None,Sitting,Down,None
person1,389,346,None,Sitting,Down,None
person1,381,346,None,Sitting,Down,Working on Computer
person1,389,346,Neutral,Sitting,Down,None
person1,398,345,None,Sitting,Down,None
person1,389,344,Neutral,Walking,Down,Working on Computer
person1,398,343,None,Walking,Down,None
person1,398,343,None,Walking,Down,None
person1,396,342,None,Walking,Down,None
person1,399,342,None,Walking,Down,None
person1,401,342,None,Walking,Down,None
person1,396,342,None,Walking,Down,None
person1,399,342,None,Walking,Down,None
person1,391,342,None,Walking,Down,None
person1,384,342,None,Walking,Down,None
person1,358,340,None,Walking,Down,None
person1,359,332,None,Sitting,Down,None
person1,353,323,None,Sitting,Down,None
person1,358,315,None,Sitting,Down,None
person1,358,313,None,Sitting,Down,None
person1,355,316,Neutral,Sitting,Down,None
person1,66,318,None,Sitting,Down,None
person1,66,337,None,Walking,Down,Working on Computer
person1,367,351,None,Walking,Down,Working on Computer
person1,368,359,None,Walking,Down,Working on Computer
person1,379,356,None,Walking,Down,None
person1,376,356,None,Walking,Down,Working on Computer
person1,368,355,None,Standing,Down,Working on Computer
person1,377,354,None,Walking,Down,Working on Computer
person1,373,354,None,Walking,Down,Working on Computer
person1,374,354,None,Walking,Down,Working on Computer
person1,379,354,None,Walking,Down,Working on Computer
person1,384,353,None,Walking,Down,Working on Computer
person1,376,353,None,Walking,Down,Working on Computer
person1,373,353,Neutral,Walking,Down,Working on Computer
person1,365,353,None,Walking,Down,Working on Computer
person1,362,353,None,Walking,Down,Working on Computer
person1,373,352,None,Walking,Down,Working on Computer
person1,359,352,None,Walking,Down,Working on Computer
person1,355,352,None,Walking,Down,Working on Computer
person1,371,348,None,Walking,Down,None
person1,368,342,None,Sitting,Down,Working on Computer
person1,355,333,None,Sitting,Down,Working on Computer
person1,354,324,None,Sitting,Down,None
person1,354,317,None,Sitting,Down,Working on Computer
person1,349,306,None,Sitting,Down,None
person1,349,307,None,Sitting,Down,None
person1,354,316,None,Sitting,Down,Working on Computer
person1,66,332,None,Sitting,Down,Working on Computer
person1,391,345,None,Sitting,Down,Working on Computer
person1,361,351,None,Walking,Down,Working on Computer
person1,362,354,None,Walking,Down,Working on Computer
person1,357,355,None,Walking,Down,Working on Computer
person1,357,354,None,Walking,Down,Working on Computer
person1,354,352,None,Walking,Down,Working on Computer
person1,357,351,None,Walking,Down,Working on Computer
person1,364,350,None,Walking,Down,Working on Computer
person1,362,349,None,Walking,Down,Working on Computer
person1,362,349,None,Walking,Down,Working on Computer
person1,361,349,None,Walking,Down,Working on Computer
person1,371,348,None,Walking,Down,Working on Computer
person1,364,349,None,Walking,Down,Working on Computer
person1,361,349,None,Walking,Down,Working on Computer
person1,358,349,None,Walking,Down,Working on Computer
person1,371,349,None,Walking,Down,Working on Computer
person1,355,349,None,Walking,Down,Working on Computer
person1,359,350,None,Walking,Down,Working on Computer
person1,361,350,None,Walking,Down,Working on Computer
person1,355,349,None,Walking,Down,None
person1,362,349,None,Walking,Down,None
person1,358,349,None,Sitting,Down,None
person1,361,348,None,Sitting,Down,None
person1,353,343,None,Sitting,Down,None
person1,351,332,None,Standing,Down,None
person1,336,323,None,Standing,Down,None
person1,322,312,None,Standing,Down,None
person1,307,322,None,Standing,Down,None
person1,298,343,Happy,Standing,Down,None
person1,292,346,Happy,Standing,Down,None
person1,283,345,Happy,Standing,Down,None
person1,272,345,None,Standing,Down,None
person1,254,298,Neutral,Standing,Down,None
person1,236,290,None,Standing,Down,None
person1,212,268,Happy,Standing,Down,None
person1,185,232,Happy,Standing,Down,None
person1,166,192,Sad,Standing,Down,None
person1,150,151,None,Standing,Down,None
person1,261,442,None,Walking,Down,None
person1,292,426,None,Walking,Down,None
person1,319,426,None,Walking,Down,None
person1,336,428,None,Walking,Down,None
person1,364,429,None,Walking,Down,None
person1,382,429,None,Walking,Down,None
person1,377,435,None,Walking,Down,None
person1,382,437,None,Walking,Down,None
person1,379,438,None,Walking,Down,None
person1,373,435,None,Walking,Down,None
person1,359,427,None,Walking,Down,None
person1,358,403,None,Walking,Down,None
person1,354,382,None,Walking,Down,None
person1,346,367,None,Walking,Down,None
person1,330,358,None,Walking,Down,None
person1,337,355,None,Sitting,Down,None
person1,346,365,None,Sitting,Down,None
person1,354,372,None,Sitting,Down,None
person1,376,375,None,Sitting,Down,None
person1,382,377,None,Sitting,Down,Holding Book
person1,382,378,Neutral,Sitting,Down,Reading Book
person1,381,376,None,Sitting,Down,Holding Book
person1,364,366,Neutral,Sitting,Down,None
person1,362,353,None,Sitting,Down,Holding Book
person1,354,340,None,Sitting,Down,Holding Book
person1,349,334,None,Sitting,Down,None
person1,357,331,None,Sitting,Down,None
person1,353,334,Neutral,Sitting,Down,None
person1,384,340,None,Sitting,Down,None
person1,409,343,Neutral,Sitting,Down,None
person1,411,347,None,Sitting,Down,None
person1,396,350,None,Sitting,Down,None
person1,387,350,None,Sitting,Down,None
person1,377,350,None,Sitting,Down,Holding Book
person1,379,345,None,Sitting,Down,None
person1,359,338,None,Sitting,Down,Working on Computer
person1,365,333,None,Sitting,Down,None
person1,364,327,None,Sitting,Down,None
person1,361,321,None,Sitting,Down,None
person1,357,316,None,Sitting,Down,None
person1,361,315,None,Sitting,Down,None
person1,362,316,Neutral,Sitting,Down,None
person1,355,319,None,Sitting,Down,None
person1,365,321,None,Sitting,Down,None
person1,411,324,None,Sitting,Down,None
person1,66,332,Neutral,Sitting,Down,None
person1,374,348,None,Sitting,Down,Working on Computer
person1,373,355,None,Sitting,Down,None
person1,364,365,None,Sitting,Down,Working on Computer
person1,373,370,None,Sitting,Down,Working on Computer
person1,384,373,None,Sitting,Down,Working on Computer
person1,377,371,None,Sitting,Down,None
person1,377,371,None,Sitting,Down,None
person1,382,373,None,Sitting,Down,None
person1,384,373,None,Sitting,Down,None
person1,381,374,None,Sitting,Down,None
person1,381,376,None,Sitting,Down,None
person1,382,382,None,Sitting,Down,None
person1,379,389,None,Sitting,Down,None
person1,377,404,None,Sitting,Down,None
person1,373,419,None,Sitting,Down,None
person1,374,429,None,Sitting,Down,None
person1,374,425,None,Sitting,Down,None
person1,373,421,None,Sitting,Down,None
person1,374,418,None,Sitting,Down,None
person1,368,415,None,Sitting,Down,None
person1,373,416,None,Sitting,Down,None
person1,376,417,None,Sitting,Down,None
person1,371,418,None,Sitting,Down,None
person1,373,419,None,Sitting,Down,None
person1,385,420,None,Sitting,Down,None
person1,376,430,None,Sitting,Down,None
person1,368,433,Happy,Sitting,Down,None
person1,373,434,Happy,Sitting,Both Hands Up,None
person1,373,434,None,Sitting,Both Hands Up,None
person1,373,434,None,Sitting,Both Hands Up,None
person1,365,433,None,Sitting,Both Hands Up,None
person1,367,428,None,Sitting,Down,None
person1,361,421,None,Sitting,Down,None
person1,365,418,None,Sitting,Down,None
person1,365,413,None,Sitting,Down,None
person1,357,413,None,Sitting,Down,None
person1,357,389,None,Sitting,Down,None
person1,346,381,None,Sitting,Down,None
person1,333,358,None,Sitting,Down,None
person1,307,346,None,Sitting,Down,None
person1,304,360,None,Standing,Down,None
person1,295,372,None,Sitting,Down,None
person1,288,385,Happy,Sitting,Down,None
person1,276,384,Happy,Standing,Down,None
person1,259,359,Happy,Standing,Down,None
person1,243,344,Happy,Standing,Down,None
person1,226,337,Happy,Standing,Down,None
person1,206,337,None,Standing,Down,None
person1,193,317,Sad,Standing,Down,None
person1,176,299,Sad,Standing,Down,None
person1,159,246,Sad,Standing,Down,None
person1,139,164,Sad,Standing,Down,None
person1,127,88,Sad,Standing,Down,None
person1,123,88,None,Walking,Down,None
person1,123,39,Sad,Walking,Down,None
person1,133,73,Sad,Walking,Down,None
person1,145,198,Sad,Walking,Down,None
person1,158,259,Sad,Walking,Down,None
person1,174,295,Sad,Walking,Down,None
person1,192,332,Sad,Walking,Down,None
person1,212,341,None,Walking,Down,None
person1,66,328,None,Walking,Down,None
person1,66,332,None,Walking,Left Hand Up,None
person1,238,315,None,Walking,Right Hand Up,None
person1,253,302,None,Sitting,Both Hands Up,None
person1,263,298,None,Sitting,Down,None
person1,277,298,None,Walking,Down,None
person1,306,335,None,Sitting,Down,None
person1,698,337,None,Sitting,Down,None
person1,307,325,None,Sitting,Down,None
person1,310,320,None,Sitting,Down,None
person1,310,305,None,Sitting,Down,None
person1,314,302,None,Sitting,Right Hand Up,None
person1,150,166,Sad,Standing,Down,None
person1,150,159,Sad,Standing,Down,None
person1,150,155,Sad,Standing,Down,None
person1,149,148,Sad,Standing,Down,None
person1,149,147,Sad,Standing,Down,None
person1,149,145,Sad,Standing,Down,None
person1,147,131,Sad,Standing,Down,None
person1,145,96,Sad,Standing,Down,None
person1,146,106,Sad,Standing,Down,None
person1,150,129,Sad,Standing,Down,None
person1,162,257,Sad,Standing,Down,None
person1,174,387,Sad,Standing,Down,Reading Book
person1,192,445,Neutral,Standing,Down,None
person1,206,449,Neutral,Standing,Down,Reading Book
person1,221,460,Neutral,Standing,Down,Reading Book
person1,230,484,None,Standing,Down,Reading Book
person1,237,502,None,Standing,Down,Reading Book
person1,242,531,None,Sitting,Down,Reading Book
person1,252,554,Sad,Sitting,Down,Reading Book
person1,259,546,Sad,Standing,Down,None
person1,270,549,None,Sitting,Down,Reading Book
person1,277,541,None,Sitting,Down,None
person1,278,524,None,Walking,Down,None
person1,283,517,None,Sitting,Down,Reading Book
person1,284,514,None,Sitting,Down,None
person1,270,499,Sad,Sitting,Down,Reading Book
person1,256,499,Neutral,Sitting,Down,None
person1,241,499,Sad,Standing,Down,None
person1,225,483,Sad,Standing,Down,None
person1,212,450,Sad,Standing,Down,None
person1,201,425,Sad,Standing,Down,None
person1,187,398,Sad,Standing,Down,Reading Book
person1,174,387,Sad,Standing,Down,Reading Book
person1,163,359,None,Standing,Down,None
person1,157,322,Sad,Standing,Down,None
person1,149,299,None,Standing,Down,None
person1,144,258,None,Standing,Down,None
person1,141,202,Sad,Standing,Down,None
person1,137,175,Sad,Standing,Down,None
person1,137,173,Sad,Standing,Down,None
person1,137,160,Sad,Standing,Down,None
person1,66,671,None,None,Down,None
person1,143,518,None,Standing,Down,None
person1,141,518,None,Standing,Down,None
person1,141,522,Sad,Standing,Down,None
person1,140,522,Sad,Standing,Down,None
person1,140,523,Sad,Standing,Down,None
person1,140,523,Sad,Standing,Down,None
person1,141,524,Sad,Standing,Down,None
person1,142,519,Sad,Standing,Down,None
person1,143,515,Sad,Standing,Down,None
person1,143,515,Sad,Standing,Down,None
person1,144,512,Sad,Standing,Down,None
person1,144,506,Sad,Standing,Down,None
person1,144,503,Sad,Standing,Down,None
person1,144,495,Sad,Standing,Down,None
person1,144,492,Sad,Standing,Down,None
person1,144,490,Sad,Standing,Down,None
person1,143,491,Sad,Standing,Down,None
person1,143,492,Sad,Standing,Down,None
person1,144,493,Sad,Standing,Down,None
person1,143,493,Sad,Standing,Down,None
person1,144,494,Sad,Standing,Down,None
person1,143,496,Sad,Standing,Down,None
person1,143,500,Sad,Standing,Down,None
person1,144,515,Sad,Standing,Down,None
person1,149,507,Sad,Standing,Down,None
person1,159,492,Sad,Standing,Down,None
person1,173,474,Sad,Standing,Down,None
person1,186,461,Sad,Standing,Down,None
person1,197,468,Sad,Standing,Down,None
person1,209,473,Sad,Standing,Down,None
person1,210,531,Sad,Standing,Down,None
person1,215,567,Sad,Standing,Down,None
person1,230,571,Sad,Standing,Down,None
person1,244,577,Sad,Sitting,Down,None
person1,66,687,None,None,Down,None
person1,261,587,None,Sitting,Down,None
person1,278,548,None,Sitting,Down,None
person1,288,521,None,Walking,Down,None
person1,294,493,None,Walking,Down,None
person1,299,468,None,Walking,Down,None
person1,307,457,Sad,Walking,Down,None
person1,307,439,None,Sitting,Down,None
person1,304,429,Sad,Sitting,Down,None
person1,305,418,Sad,Sitting,Down,None
person1,315,404,Sad,Sitting,Down,None
person1,336,411,Sad,Sitting,Down,None
person1,359,407,Sad,Sitting,Down,None
person1,374,412,None,Sitting,Down,None
person1,387,416,Sad,Sitting,Both Hands Up,None
person1,379,435,Sad,Sitting,Down,None
person1,379,448,Sad,Sitting,Down,None
person1,384,455,Sad,Sitting,Down,None
person1,385,456,Sad,Sitting,Down,None
person1,396,452,Sad,Sitting,Both Hands Up,None
person1,389,450,None,Sitting,Down,None
person1,387,450,None,Sitting,Down,None
person1,392,446,None,Sitting,Down,None
person1,396,446,None,Sitting,Down,None
person1,385,443,Sad,Sitting,Down,None
person1,387,442,None,Sitting,Down,None
person1,384,443,Sad,Sitting,Left Hand Up,None
person1,382,450,None,Sitting,Down,None
person1,377,464,None,Walking,Down,Holding Book
person1,373,481,Sad,Sitting,Down,None
person1,367,514,Sad,Sitting,Down,None
person1,357,539,Sad,Walking,Down,None
person1,347,549,Sad,Walking,Down,None
person1,342,548,Sad,Sitting,Down,None
person1,342,540,Sad,Sitting,Down,None
person1,342,533,Sad,Sitting,Down,None
person1,342,526,Sad,Sitting,Down,None
person1,346,522,Sad,Sitting,Down,None
person1,351,522,Sad,Sitting,Down,None
person1,346,515,Sad,Sitting,Down,None
person1,350,508,Neutral,Sitting,Down,None
person1,345,503,Neutral,Sitting,Down,None
person1,345,500,Sad,Sitting,Down,None
person1,347,497,Sad,Sitting,Down,None
person1,346,497,Neutral,Sitting,Down,None
person1,346,499,Sad,Sitting,Down,None
person1,335,499,Sad,Sitting,Down,Holding Phone
person1,333,489,Sad,Sitting,Down,None
person1,333,479,Sad,Sitting,Down,None
person1,333,470,Sad,Sitting,Down,None
person1,333,474,Sad,Sitting,Down,None
person1,334,475,Sad,Sitting,Down,None
person1,336,475,Sad,Sitting,Down,None
person1,335,476,Sad,Walking,Down,None
person1,336,478,Sad,Sitting,Down,None
person1,339,477,Sad,Sitting,Down,None
person1,346,477,Sad,Sitting,Down,None
person1,349,477,None,Sitting,Down,None
person1,357,480,Sad,Sitting,Both Hands Up,None
person1,374,483,Sad,Sitting,Both Hands Up,None
person1,374,491,None,Sitting,Both Hands Up,None
person1,374,497,Sad,Sitting,Both Hands Up,None
person1,374,499,Neutral,Sitting,Down,Holding Phone
person1,365,496,Neutral,Sitting,Down,None
person1,332,495,Sad,Sitting,Down,None
person1,322,501,Sad,Sitting,Down,None
person1,315,504,Sad,Sitting,Down,None
person1,306,506,Sad,Sitting,Down,None
person1,300,493,Sad,Sitting,Down,None
person1,299,479,Neutral,Standing,Down,None
person1,295,482,Neutral,Standing,Down,None
person1,283,500,Neutral,Standing,Down,None
person1,270,531,Neutral,Standing,Down,None
person1,259,553,Neutral,Standing,Down,None
person1,260,568,Neutral,Standing,Down,None
person1,255,573,Neutral,Standing,Down,None
person1,245,586,Neutral,Standing,Down,None
person1,229,588,Sad,Sitting,Down,None
person1,225,575,Sad,Sitting,Down,None
person1,220,564,Sad,Sitting,Down,None
person1,214,575,Neutral,Sitting,Down,None
person1,211,604,Neutral,Sitting,Down,None
person1,210,611,Neutral,Sitting,Down,Holding Book
person1,212,594,Neutral,Sitting,Down,None
person1,219,587,Neutral,Sitting,Down,None
person1,223,584,Neutral,Sitting,Down,None
person1,226,582,Neutral,Sitting,Down,None
person1,230,582,Neutral,Sitting,Down,None
person1,231,582,Neutral,Sitting,Down,None
person1,235,580,Sad,Sitting,Both Hands Up,Holding Phone
person1,237,582,None,Walking,Right Hand Up,Calling on Phone
person1,237,585,None,Sitting,Right Hand Up,Calling on Phone
person1,238,594,None,Walking,Down,Calling on Phone
person1,234,599,None,Sitting,Down,Calling on Phone
person1,231,597,None,Walking,Down,Calling on Phone
person1,231,597,None,Walking,Down,Calling on Phone
person1,230,597,None,Walking,Down,Calling on Phone
person1,228,597,None,Walking,Down,Calling on Phone
person1,226,597,None,Walking,Down,Calling on Phone
person1,226,597,None,Walking,Down,Calling on Phone
person1,226,597,None,Walking,Down,Calling on Phone
person1,225,597,None,Walking,Down,Calling on Phone
person1,222,615,None,Walking,Down,None
person1,220,615,None,Sitting,Down,Holding Book
person1,223,615,None,Sitting,Down,Calling on Phone
person1,66,615,None,Sitting,Down,None
person1,685,615,None,Walking,Down,Holding Book
person1,712,615,None,Walking,Down,Holding Book
person1,725,615,None,Walking,Down,Holding Book
person1,712,615,None,Walking,Down,Holding Book
person1,733,615,None,Walking,Down,Holding Book
person1,712,615,None,Walking,Down,None
person1,679,615,None,Walking,Down,None
person1,667,615,None,Walking,Down,None
person1,66,615,None,Sitting,Down,None
person1,66,615,None,Sitting,Down,None
person1,66,615,None,Sitting,Down,None
person1,634,615,None,Walking,Down,None
person1,692,615,None,Walking,Down,None
person1,705,615,None,Walking,Down,None
person1,718,615,None,Walking,Down,None
person1,725,615,None,Walking,Down,None
person1,685,615,None,Walking,Down,None
person1,679,615,None,Walking,Down,Holding Book
person1,66,615,None,Sitting,Down,Holding Book
person1,685,615,None,Walking,Down,Calling on Phone
person1,679,615,None,Walking,Down,Holding Book
person1,667,615,None,Walking,Down,None
person1,685,615,None,Walking,Down,None
person1,679,615,None,Walking,Down,None
person1,66,615,None,Sitting,Down,None
person1,220,615,None,Sitting,Down,None
person1,214,615,None,Sitting,Down,None
person1,221,615,None,Sitting,Down,None
person1,222,521,None,Walking,Down,None
person1,226,505,Sad,Walking,Down,None
person1,224,508,Sad,Walking,Down,None
person1,221,535,None,Sitting,Down,Holding Book
person1,221,544,Sad,Sitting,Down,Holding Phone
person1,66,540,None,Walking,Down,Holding Phone
person1,66,587,Sad,Walking,Down,Holding Phone
person1,220,600,Sad,Sitting,Down,Holding Phone
person1,221,601,None,Sitting,Down,Holding Phone
person1,221,602,None,Walking,Down,Calling on Phone
person1,219,600,None,Sitting,Down,Reading Book
person1,221,597,None,Sitting,Down,None
person1,221,599,None,Sitting,Right Hand Up,Calling on Phone
person1,221,594,Sad,Walking,Down,None
person1,221,596,Sad,Walking,Down,Calling on Phone
person1,221,594,Sad,Walking,Down,Calling on Phone
person1,221,596,Sad,Sitting,Down,Calling on Phone
person1,220,597,Sad,Sitting,Right Hand Up,Calling on Phone
person1,221,598,None,Sitting,Down,Calling on Phone
person1,219,597,Sad,Sitting,Down,Calling on Phone
person1,221,596,Sad,Sitting,Down,Holding Phone
person1,222,596,Sad,Sitting,Down,None
person1,221,596,Sad,Sitting,Down,None
person1,221,596,Sad,Sitting,Down,None
person1,221,598,Sad,Sitting,Down,Calling on Phone
person1,221,598,Sad,Sitting,Down,Reading Book
person1,221,598,Sad,Sitting,Down,Calling on Phone
person1,225,598,Sad,Sitting,Down,Holding Phone
person1,228,593,Sad,Sitting,Down,None
person1,231,586,Sad,Sitting,Down,Holding Phone
person1,235,577,Sad,Sitting,Down,None
person1,237,566,Sad,Sitting,Down,None
person1,237,556,Sad,Sitting,Down,None
person1,236,544,Sad,Sitting,Down,None
person1,235,542,Sad,Sitting,Down,None
person1,234,541,None,Walking,Down,None
person1,233,536,Sad,Walking,Down,None
person1,229,536,Neutral,Walking,Down,None
person1,226,541,Neutral,Walking,Down,None
person1,226,543,Neutral,Walking,Down,None
person1,224,544,Sad,Walking,Down,None
person1,223,545,Sad,Walking,Down,None
person1,224,546,Sad,Walking,Down,None
person1,225,542,Sad,Walking,Down,None
person1,229,534,Neutral,Walking,Down,None
person1,234,531,Neutral,Walking,Down,None
person1,237,537,Neutral,Walking,Down,Holding Phone
person1,237,554,Neutral,Sitting,Down,None
person1,235,573,Neutral,Sitting,Right Hand Up,Holding Phone
person1,234,583,Neutral,Sitting,Right Hand Up,None
person1,230,591,Neutral,Sitting,Down,None
person1,227,593,Neutral,Sitting,Down,Holding Phone
person1,225,592,Neutral,Sitting,Down,Holding Phone
person1,222,594,Sad,Sitting,Down,Calling on Phone
person1,219,592,Sad,Sitting,Down,Calling on Phone
person1,215,592,Sad,Sitting,Down,Calling on Phone
person1,213,590,Sad,Sitting,Down,Calling on Phone
person1,212,589,None,Sitting,Down,Reading Book
person1,213,577,None,Walking,Down,None
person1,214,568,None,Walking,Down,None
person1,215,566,None,Walking,Down,None
person1,215,567,None,Walking,Down,Holding Phone
person1,214,571,None,Sitting,Down,Holding Book
person1,215,637,None,Sitting,Down,Reading Book
person1,213,637,None,Sitting,Down,Reading Book
person1,215,637,None,Sitting,Down,Calling on Phone
person1,211,637,None,Sitting,Down,Reading Book
person1,215,637,None,Sitting,Down,Calling on Phone
person1,215,637,None,Sitting,Down,Calling on Phone
person1,216,637,None,Sitting,Down,Reading Book
person1,214,637,None,Sitting,Down,Reading Book
person1,215,637,None,Sitting,Down,Reading Book
person1,217,637,None,Sitting,Down,Reading Book
person1,216,637,None,Sitting,Down,Reading Book
person1,215,637,None,Sitting,Down,Reading Book
person1,215,637,None,Sitting,Down,Reading Book
person1,213,637,None,Sitting,Down,Reading Book
person1,215,637,None,Sitting,Down,Reading Book
person1,215,637,None,Sitting,Down,Reading Book
person1,216,637,None,Sitting,Down,Reading Book
person1,215,637,None,Sitting,Down,Reading Book
person1,214,637,None,Sitting,Down,Reading Book
person1,214,637,None,Sitting,Down,Calling on Phone
person1,215,637,None,Sitting,Down,Reading Book
