time,x,y,action,interactions,target_obj
2023-07-05 15:24:02.175896,9,256,walking,none,none
2023-07-05 15:24:02.380739,23,268,walking,none,none
2023-07-05 15:24:02.586178,51,280,walking,none,none
2023-07-05 15:24:02.790289,65,282,walking,none,none
2023-07-05 15:24:02.995030,102,292,walking,none,none
2023-07-05 15:24:03.202241,124,296,walking,none,none
2023-07-05 15:24:03.409265,170,306,walking,none,none
2023-07-05 15:24:03.614809,175,302,walking,none,none
2023-07-05 15:24:03.819989,218,305,walking,none,none
2023-07-05 15:24:04.026426,236,303,walking,none,none
2023-07-05 15:24:04.231509,268,295,walking,none,none
2023-07-05 15:24:04.438225,298,298,walking,none,none
2023-07-05 15:24:04.642434,308,291,walking,none,none
2023-07-05 15:24:04.847600,342,284,walking,none,none
2023-07-05 15:24:05.052883,380,282,walking,none,none
2023-07-05 15:24:05.259185,414,260,walking,reading,book
2023-07-05 15:24:05.467250,424,268,walking,reading,book
2023-07-05 15:24:05.671668,434,254,walking,reading,book
2023-07-05 15:24:05.875816,464,267,walking,none,none
2023-07-05 15:24:06.080234,482,259,walking,none,none
2023-07-05 15:24:06.284605,487,241,sitting,none,none
2023-07-05 15:24:06.490232,492,254,walking,reading,book
2023-07-05 15:24:06.695207,500,236,sitting,reading,book
2023-07-05 15:24:06.900284,503,236,sitting,reading,book
2023-07-05 15:24:07.108536,497,234,sitting,reading,book
2023-07-05 15:24:07.315497,493,219,sitting,reading,book
2023-07-05 15:24:07.520868,488,223,sitting,reading,book
2023-07-05 15:24:07.726329,501,191,sitting,reading,book
2023-07-05 15:24:07.931443,462,169,sitting,reading,book
2023-07-05 15:24:08.136754,453,175,sitting,reading,book
2023-07-05 15:24:08.340928,466,189,sitting,none,none
2023-07-05 15:24:08.545664,461,202,sitting,none,none
2023-07-05 15:24:08.749658,469,200,sitting,none,none
2023-07-05 15:24:08.955010,478,198,sitting,none,none
2023-07-05 15:24:09.162191,474,199,sitting,reading,book
2023-07-05 15:24:09.368495,459,208,sitting,reading,book
2023-07-05 15:24:09.575760,452,211,sitting,reading,book
2023-07-05 15:24:09.780152,461,217,sitting,"calling,reading","phone,book"
2023-07-05 15:24:09.984604,474,206,sitting,"calling,reading","phone,book"
2023-07-05 15:24:10.188641,475,189,sitting,none,none
2023-07-05 15:24:10.393057,472,190,sitting,none,none
2023-07-05 15:24:10.597757,470,192,sitting,none,none
2023-07-05 15:24:10.804533,476,188,sitting,none,none
2023-07-05 15:24:11.010286,466,205,sitting,reading,book
2023-07-05 15:24:11.217317,462,213,sitting,reading,book
2023-07-05 15:24:11.422694,467,207,sitting,reading,book
2023-07-05 15:24:11.628560,463,219,sitting,reading,book
2023-07-05 15:24:11.833019,464,213,sitting,reading,book
2023-07-05 15:24:12.037536,467,213,sitting,reading,book
2023-07-05 15:24:12.241893,471,214,sitting,reading,book
2023-07-05 15:24:12.446965,465,219,sitting,reading,book
2023-07-05 15:24:12.654533,454,227,sitting,reading,book
2023-07-05 15:24:12.860553,479,185,sitting,none,none
2023-07-05 15:24:13.067651,479,186,sitting,none,none
2023-07-05 15:24:13.272208,480,186,sitting,none,none
2023-07-05 15:24:13.478801,454,198,sitting,reading,book
2023-07-05 15:24:13.683033,451,207,sitting,reading,book
2023-07-05 15:24:13.887310,454,201,sitting,reading,book
2023-07-05 15:24:14.092267,451,212,sitting,reading,book
2023-07-05 15:24:14.298148,451,198,sitting,reading,book
2023-07-05 15:24:14.505386,460,198,sitting,reading,book
2023-07-05 15:24:14.713729,459,208,sitting,reading,book
2023-07-05 15:24:14.918445,474,206,sitting,reading,book
2023-07-05 15:24:15.123628,454,204,sitting,reading,book
2023-07-05 15:24:15.329489,446,199,sitting,reading,book
2023-07-05 15:24:15.533821,458,201,sitting,reading,book
2023-07-05 15:24:15.738233,456,209,sitting,reading,book
2023-07-05 15:24:15.942811,453,203,sitting,reading,book
2023-07-05 15:24:16.147448,454,206,sitting,reading,book
2023-07-05 15:24:16.354774,448,203,sitting,reading,book
2023-07-05 15:24:16.562789,453,201,sitting,reading,book
2023-07-05 15:24:16.770010,449,206,sitting,reading,book
2023-07-05 15:24:16.976531,451,197,sitting,reading,book
2023-07-05 15:24:17.181814,451,200,sitting,reading,book
2023-07-05 15:24:17.386738,447,197,sitting,reading,book
2023-07-05 15:24:17.591190,460,196,sitting,reading,book
2023-07-05 15:24:17.796142,453,197,sitting,reading,book
2023-07-05 15:24:18.002374,449,197,sitting,reading,book
2023-07-05 15:24:18.210801,454,197,sitting,reading,book
2023-07-05 15:24:18.419035,458,181,sitting,reading,book
2023-07-05 15:24:18.625291,456,181,sitting,reading,book
2023-07-05 15:24:18.831396,489,183,sitting,reading,book
2023-07-05 15:24:19.036023,510,217,sitting,reading,book
2023-07-05 15:24:19.240363,501,246,sitting,reading,book
2023-07-05 15:24:19.444870,503,236,sitting,reading,book
2023-07-05 15:24:19.650543,507,244,sitting,reading,book
2023-07-05 15:24:19.856556,522,216,sitting,none,none
2023-07-05 15:24:20.063618,503,237,sitting,none,none
2023-07-05 15:24:20.270996,480,252,walking,none,none
2023-07-05 15:24:20.475375,476,241,sitting,none,none
2023-07-05 15:24:20.681500,440,252,walking,reading,book
2023-07-05 15:24:20.886742,431,248,walking,reading,book
2023-07-05 15:24:21.091414,414,241,walking,reading,book
2023-07-05 15:24:21.295803,384,258,standing,none,none
2023-07-05 15:24:21.500181,379,243,walking,none,none
2023-07-05 15:24:21.704620,341,264,walking,none,none
2023-07-05 15:24:21.910877,328,267,walking,none,none
2023-07-05 15:24:22.116556,308,268,walking,none,none
2023-07-05 15:24:22.321391,295,273,walking,none,none
2023-07-05 15:24:22.526948,288,271,walking,none,none
2023-07-05 15:24:22.733516,282,280,walking,none,none
2023-07-05 15:24:22.938209,287,283,walking,none,none
2023-07-05 15:24:23.142490,291,293,walking,none,none
2023-07-05 15:24:23.347139,298,302,walking,none,none
2023-07-05 15:24:23.551969,304,325,sitting,none,none
2023-07-05 15:24:23.761012,310,334,sitting,working,computer
2023-07-05 15:24:23.967224,312,321,sitting,working,computer
2023-07-05 15:24:24.172739,311,315,sitting,working,computer
2023-07-05 15:24:24.379873,312,315,sitting,working,computer
2023-07-05 15:24:24.585822,314,314,walking,working,computer
2023-07-05 15:24:24.790451,313,316,walking,working,computer
2023-07-05 15:24:24.995229,311,309,sitting,working,computer
2023-07-05 15:24:25.204670,309,304,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:25.411123,309,305,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:25.618617,312,305,walking,working,computer
2023-07-05 15:24:25.825391,311,310,walking,working,computer
2023-07-05 15:24:26.030814,310,304,walking,working,computer
2023-07-05 15:24:26.235707,307,311,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:26.440910,305,306,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:26.646085,306,303,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:26.853938,305,307,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:27.060368,305,306,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:27.267360,305,306,walking,"working,drinking","computer,bottle"
2023-07-05 15:24:27.473171,308,303,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:27.680017,310,297,sitting,working,computer
2023-07-05 15:24:27.885169,311,303,sitting,working,computer
2023-07-05 15:24:28.089536,310,311,walking,working,computer
2023-07-05 15:24:28.294137,307,309,walking,working,computer
2023-07-05 15:24:28.501388,309,313,walking,working,computer
2023-07-05 15:24:28.710213,311,313,walking,working,computer
2023-07-05 15:24:28.917172,310,306,sitting,working,computer
2023-07-05 15:24:29.124254,312,312,walking,working,computer
2023-07-05 15:24:29.330570,311,306,sitting,working,computer
2023-07-05 15:24:29.535978,314,307,sitting,working,computer
2023-07-05 15:24:29.740925,315,317,sitting,working,computer
2023-07-05 15:24:29.946815,313,311,sitting,"working,drinking","computer,bottle"
2023-07-05 15:24:30.155825,309,308,sitting,"working,drinking","computer,bottle"
