time,x,y,action,interactions,target_obj
30:58.8,258,284,walking,none,none
30:59.0,260,289,walking,none,none
30:59.2,273,285,walking,none,none
30:59.4,312,284,walking,none,none
30:59.6,317,282,walking,none,none
30:59.8,322,284,walking,none,none
31:00.0,351,262,walking,none,none
31:00.2,370,245,walking,none,none
31:00.5,403,251,walking,none,none
31:00.7,417,243,walking,none,none
31:00.9,431,251,walking,none,none
31:01.1,435,265,walking,none,none
31:01.3,444,246,walking,none,none
31:01.5,444,271,walking,none,none
31:01.7,444,245,walking,none,none
31:01.9,451,263,walking,none,none
31:02.1,446,245,walking,none,none
31:02.3,463,271,walking,none,none
31:02.5,450,271,walking,none,none
31:02.7,475,294,walking,none,none
